Time, value
0.03112793,1.49713106
0.03125000,1.46918435
0.03137207,1.41421356
0.03149414,1.22233775
0.03161621,0.83581140
0.03173828,0.26898594
0.03186035,-0.39307776
0.03198242,-1.01708163
0.03210449,-1.45878638
0.03222656,-1.60463244
0.03234863,-1.40590352
0.03247070,-0.89568670
0.03259277,-0.18366841
0.03271484,0.57000294
0.03283691,1.19469915
0.03295898,1.55217378
0.03308105,1.57053101
0.03320312,1.26002053
0.03332520,0.70646490
0.03344727,0.04438009
0.03356934,-0.58248643
0.03369141,-1.06199485
0.03381348,-1.34430139
0.03393555,-1.45379127
0.03405762,-1.47899445
0.03417969,-1.54347869
0.03430176,-1.76611913
0.03442383,-2.22217446
0.03454590,-2.91640101
0.03466797,-3.77606193
0.03479004,-4.66608872
0.03491211,-5.42240143
0.03503418,-5.89425318
0.03515625,-5.98388048
0.03527832,-5.67244530
0.03540039,-5.02504964
0.03552246,-4.17342640
0.03564453,-3.28112517
0.03576660,-2.50087288
0.03588867,-1.93593331
0.03601074,-1.61611526
0.03613281,-1.49491963
0.03625488,-1.46834406
0.03637695,-1.40976070
0.03649902,-1.21076661
0.03662109,-0.81624751
0.03674316,-0.24355960
0.03686523,0.41974897
0.03698730,1.03915950
0.03710938,1.47087254
0.03723145,1.60335388
0.03735352,1.39097285
0.03747559,0.87013232
0.03759766,0.15316117
0.03771973,-0.59854713
0.03784180,-1.21485872
0.03796387,-1.55962507
0.03808594,-1.56407615
0.03820801,-1.24176111
0.03833008,-0.68108170
0.03845215,-0.01772919
0.03857422,0.60506097
0.03869629,1.07715423
0.03881836,1.35159103
0.03894043,1.45566059
0.03906250,1.47995731
0.03918457,1.54865796
0.03930664,1.77959429
0.03942871,2.24560793
0.03955078,2.94834125
0.03967285,3.81213107
0.03979492,4.70001338
0.03991699,5.44760696
0.04003906,5.90558149
0.04016113,5.97895501
0.04028320,5.65230337
0.04040527,4.99386619
0.04052734,4.13740606
0.04064941,3.24687096
0.04077148,2.47368458
0.04089355,1.91850646
0.04101562,1.60799683
0.04113770,1.49286271
0.04125977,1.46745002
0.04138184,1.40507579
0.04150391,1.19887258
0.04162598,0.79638882
0.04174805,0.21798175
0.04187012,-0.44635125
0.04199219,-1.06093261
0.04211426,-1.48247083
0.04223633,-1.60151220
0.04235840,-1.37553816
0.04248047,-0.84425735
0.04260254,-0.12259714
0.04272461,0.62686998
0.04284668,1.23457450
0.04296875,1.56652047
0.04309082,1.55708814
0.04321289,1.22311379
0.04333496,0.65553319
0.04345703,-0.00885221
0.04357910,-0.62738562
0.04370117,-1.09198708
0.04382324,-1.35859931
0.04394531,-1.45739762
0.04406738,-1.48099209
0.04418945,-1.55410302
0.04431152,-1.79345542
0.04443359,-2.26943087
0.04455566,-2.98054768
0.04467773,-3.84824257
0.04479980,-4.73371151
0.04492188,-5.47234159
0.04504395,-5.91628345
0.04516602,-5.97337795
0.04528809,-5.63162154
0.04541016,-4.96236174
0.04553223,-4.10133296
0.04565430,-3.21281153
0.04577637,-2.44685535
0.04589844,-1.90148160
0.04602051,-1.60019880
0.04614258,-1.49095224
0.04626465,-1.46649409
0.04638672,-1.40015320
0.04650879,-1.18665440
0.04663086,-0.77623899
0.04675293,-0.19226008
0.04687500,0.47287501
0.04699707,1.08239220
0.04711914,1.49357589
0.04724121,1.59910714
0.04736328,1.35960458
0.04748535,0.81807119
0.04760742,0.09198766
0.04772949,-0.65496110
0.04785156,-1.25383962
0.04797363,-1.57285828
0.04809570,-1.54957062
0.04821777,-1.20408637
0.04833984,-0.62982902
0.04846191,0.03535543
0.04858398,0.64945511
0.04870605,1.10649285
0.04882812,1.36533042
0.04895020,1.45900986
0.04907227,1.48210719
0.04919434,1.55982048
0.04931641,1.80770509
0.04943848,2.29364069
0.04956055,3.01301297
0.04968262,3.88438609
0.04980469,4.76717241
0.04992676,5.49659704
0.05004883,5.92635540
0.05017090,5.96715122
0.05029297,5.61040682
0.05041504,4.93054654
0.05053711,4.06521785
0.05065918,3.17895543
0.05078125,2.42038937
0.05090332,1.88485774
0.05102539,1.59271566
0.05114746,1.48918012
0.05126953,1.46546818
0.05139160,1.39498747
0.05151367,1.17411103
0.05163574,0.75580189
0.05175781,0.16640239
0.05187988,-0.49931062
0.05200195,-1.10352958
0.05212402,-1.50418252
0.05224609,-1.59613864
0.05236816,-1.34317746
0.05249023,-0.79158337
0.05261230,-0.06134406
0.05273438,0.68281017
0.05285645,1.27264737
0.05297852,1.57863699
0.05310059,1.54152747
0.05322266,1.18468679
0.05334473,0.60397880
0.05346680,-0.06177191
0.05358887,-0.67126430
0.05371094,-1.12067122
0.05383301,-1.37178875
0.05395508,-1.46050492
0.05407715,-1.48331101
0.05419922,-1.56581681
0.05432129,-1.82234567
0.05444336,-2.31823465
0.05456543,-3.04572967
0.05468750,-3.92055124
0.05480957,-4.80038539
0.05493164,-5.52036517
0.05505371,-5.93579386
0.05517578,-5.96027697
0.05529785,-5.58866639
0.05541992,-4.89843089
0.05554199,-4.02907146
0.05566406,-3.14531102
0.05578613,-2.39429062
0.05590820,-1.86863370
0.05603027,-1.58554176
0.05615234,-1.48753817
0.05627441,-1.46436424
0.05639648,-1.38957326
0.05651855,-1.16124159
0.05664062,-0.73508155
0.05676270,-0.14041662
0.05688477,0.52564846
0.05700684,1.12433616
0.05712891,1.51428572
0.05725098,1.59260687
0.05737305,1.32626234
0.05749512,0.76480352
0.05761719,0.03067772
0.05773926,-0.71040698
0.05786133,-1.29099126
0.05798340,-1.58385533
0.05810547,-1.53296273
0.05822754,-1.16492310
0.05834961,-0.57799220
0.05847168,0.08809317
0.05859375,0.69280825
0.05871582,1.13452205
0.05883789,1.37797884
0.05895996,1.46189049
0.05908203,1.48461189
0.05920410,1.57209834
0.05932617,1.83737935
0.05944824,2.34320978
0.05957031,3.07869013
0.05969238,3.95672755
0.05981445,4.83333983
0.05993652,5.54363796
0.06005859,5.94459559
0.06018066,5.95275756
0.06030273,5.56640760
0.06042480,4.86602517
0.06054688,3.99290448
0.06066895,3.11188656
0.06079102,2.36856289
0.06091309,1.85280810
0.06103516,1.57867130
0.06115723,1.48601818
0.06127930,1.46317431
0.06140137,1.38390539
0.06152344,1.14804542
0.06164551,0.71408220
0.06176758,0.11431083
0.06188965,-0.55187887
0.06201172,-1.14480346
0.06213379,-1.52388067
0.06225586,-1.58851223
0.06237793,-1.30886496
0.06250000,-0.73774143
0.06262207,-0.00000000
0.06274414,0.73774143
0.06286621,1.30886496
0.06298828,1.58851223
0.06311035,1.52388067
0.06323242,1.14480346
0.06335449,0.55187887
0.06347656,-0.11431083
0.06359863,-0.71408220
0.06372070,-1.14804542
0.06384277,-1.38390539
0.06396484,-1.46317431
0.06408691,-1.48601818
0.06420898,-1.57867130
0.06433105,-1.85280810
0.06445312,-2.36856289
0.06457520,-3.11188656
0.06469727,-3.99290448
0.06481934,-4.86602517
0.06494141,-5.56640760
0.06506348,-5.95275756
0.06518555,-5.94459559
0.06530762,-5.54363796
0.06542969,-4.83333983
0.06555176,-3.95672755
0.06567383,-3.07869013
0.06579590,-2.34320978
0.06591797,-1.83737935
0.06604004,-1.57209834
0.06616211,-1.48461189
0.06628418,-1.46189049
0.06640625,-1.37797884
0.06652832,-1.13452205
0.06665039,-0.69280825
0.06677246,-0.08809317
0.06689453,0.57799220
0.06701660,1.16492310
0.06713867,1.53296273
0.06726074,1.58385533
0.06738281,1.29099126
0.06750488,0.71040698
0.06762695,-0.03067772
0.06774902,-0.76480352
0.06787109,-1.32626234
0.06799316,-1.59260687
0.06811523,-1.51428572
0.06823730,-1.12433616
0.06835938,-0.52564846
0.06848145,0.14041662
0.06860352,0.73508155
0.06872559,1.16124159
0.06884766,1.38957326
0.06896973,1.46436424
0.06909180,1.48753817
0.06921387,1.58554176
0.06933594,1.86863370
0.06945801,2.39429062
0.06958008,3.14531102
0.06970215,4.02907146
0.06982422,4.89843089
0.06994629,5.58866639
0.07006836,5.96027697
0.07019043,5.93579386
0.07031250,5.52036517
0.07043457,4.80038539
0.07055664,3.92055124
0.07067871,3.04572967
0.07080078,2.31823465
0.07092285,1.82234567
0.07104492,1.56581681
0.07116699,1.48331101
0.07128906,1.46050492
0.07141113,1.37178875
0.07153320,1.12067122
0.07165527,0.67126430
0.07177734,0.06177191
0.07189941,-0.60397880
0.07202148,-1.18468679
0.07214355,-1.54152747
0.07226562,-1.57863699
0.07238770,-1.27264737
0.07250977,-0.68281017
0.07263184,0.06134406
0.07275391,0.79158337
0.07287598,1.34317746
0.07299805,1.59613864
0.07312012,1.50418252
0.07324219,1.10352958
0.07336426,0.49931062
0.07348633,-0.16640239
0.07360840,-0.75580189
0.07373047,-1.17411103
0.07385254,-1.39498747
0.07397461,-1.46546818
0.07409668,-1.48918012
0.07421875,-1.59271566
0.07434082,-1.88485774
0.07446289,-2.42038937
0.07458496,-3.17895543
0.07470703,-4.06521785
0.07482910,-4.93054654
0.07495117,-5.61040682
0.07507324,-5.96715122
0.07519531,-5.92635540
0.07531738,-5.49659704
0.07543945,-4.76717241
0.07556152,-3.88438609
0.07568359,-3.01301297
0.07580566,-2.29364069
0.07592773,-1.80770509
0.07604980,-1.55982048
0.07617188,-1.48210719
0.07629395,-1.45900986
0.07641602,-1.36533042
0.07653809,-1.10649285
0.07666016,-0.64945511
0.07678223,-0.03535543
0.07690430,0.62982902
0.07702637,1.20408637
0.07714844,1.54957062
0.07727051,1.57285828
0.07739258,1.25383962
0.07751465,0.65496110
0.07763672,-0.09198766
0.07775879,-0.81807119
0.07788086,-1.35960458
0.07800293,-1.59910714
0.07812500,-1.49357589
0.07824707,-1.08239220
0.07836914,-0.47287501
0.07849121,0.19226008
0.07861328,0.77623899
0.07873535,1.18665440
0.07885742,1.40015320
0.07897949,1.46649409
0.07910156,1.49095224
0.07922363,1.60019880
0.07934570,1.90148160
0.07946777,2.44685535
0.07958984,3.21281153
0.07971191,4.10133296
0.07983398,4.96236174
0.07995605,5.63162154
0.08007812,5.97337795
0.08020020,5.91628345
0.08032227,5.47234159
0.08044434,4.73371151
0.08056641,3.84824257
0.08068848,2.98054768
0.08081055,2.26943087
0.08093262,1.79345542
0.08105469,1.55410302
0.08117676,1.48099209
0.08129883,1.45739762
0.08142090,1.35859931
0.08154297,1.09198708
0.08166504,0.62738562
0.08178711,0.00885221
0.08190918,-0.65553319
0.08203125,-1.22311379
0.08215332,-1.55708814
0.08227539,-1.56652047
0.08239746,-1.23457450
0.08251953,-0.62686998
0.08264160,0.12259714
0.08276367,0.84425735
0.08288574,1.37553816
0.08300781,1.60151220
0.08312988,1.48247083
0.08325195,1.06093261
0.08337402,0.44635125
0.08349609,-0.21798175
0.08361816,-0.79638882
0.08374023,-1.19887258
0.08386230,-1.40507579
0.08398438,-1.46745002
0.08410645,-1.49286271
0.08422852,-1.60799683
0.08435059,-1.91850646
0.08447266,-2.47368458
0.08459473,-3.24687096
0.08471680,-4.13740606
0.08483887,-4.99386619
0.08496094,-5.65230337
0.08508301,-5.97895501
0.08520508,-5.90558149
0.08532715,-5.44760696
0.08544922,-4.70001338
0.08557129,-3.81213107
0.08569336,-2.94834125
0.08581543,-2.24560793
0.08593750,-1.77959429
0.08605957,-1.54865796
0.08618164,-1.47995731
0.08630371,-1.45566059
0.08642578,-1.35159103
0.08654785,-1.07715423
0.08666992,-0.60506097
0.08679199,0.01772919
0.08691406,0.68108170
0.08703613,1.24176111
0.08715820,1.56407615
0.08728027,1.55962507
0.08740234,1.21485872
0.08752441,0.59854713
0.08764648,-0.15316117
0.08776855,-0.87013232
0.08789062,-1.39097285
0.08801270,-1.60335388
0.08813477,-1.47087254
0.08825684,-1.03915950
0.08837891,-0.41974897
0.08850098,0.24355960
0.08862305,0.81624751
0.08874512,1.21076661
0.08886719,1.40976070
0.08898926,1.46834406
0.08911133,1.49491963
0.08923340,1.61611526
0.08935547,1.93593331
0.08947754,2.50087288
0.08959961,3.28112517
0.08972168,4.17342640
0.08984375,5.02504964
0.08996582,5.67244530
0.09008789,5.98388048
0.09020996,5.89425318
0.09033203,5.42240143
0.09045410,4.66608872
0.09057617,3.77606193
0.09069824,2.91640101
0.09082031,2.22217446
0.09094238,1.76611913
0.09106445,1.54347869
0.09118652,1.47899445
0.09130859,1.45379127
0.09143066,1.34430139
0.09155273,1.06199485
0.09167480,0.58248643
0.09179688,-0.04438009
0.09191895,-0.70646490
0.09204102,-1.26002053
0.09216309,-1.57053101
0.09228516,-1.55217378
0.09240723,-1.19469915
0.09252930,-0.57000294
0.09265137,0.18366841
0.09277344,0.89568670
0.09289551,1.40590352
0.09301758,1.60463244
0.09313965,1.45878638
0.09326172,1.01708163
0.09338379,0.39307776
0.09350586,-0.26898594
0.09362793,-0.83581140
0.09375000,-1.22233775
0.09387207,-1.41421356
0.09399414,-1.46918435
0.09411621,-1.49713106
0.09423828,-1.62455944
0.09436035,-1.95376291
0.09448242,-2.52841584
0.09460449,-3.31556552
0.09472656,-4.20938317
0.09484863,-5.05590195
0.09497070,-5.69204051
0.09509277,-5.98815266
0.09521484,-5.88230241
0.09533691,-5.39673347
0.09545898,-4.63194829
0.09558105,-3.74004541
0.09570312,-2.88473409
0.09582520,-2.19913278
0.09594727,-1.75302719
0.09606934,-1.53855851
0.09619141,-1.47809507
0.09631348,-1.45178222
0.09643555,-1.33672635
0.09655762,-1.04650964
0.09667969,-0.55966748
0.09680176,0.07109173
0.09692383,0.73167320
0.09704590,1.27788437
0.09716797,1.57644923
0.09729004,1.54416856
0.09741211,1.17410286
0.09753418,0.54124792
0.09765625,-0.21410756
0.09777832,-0.92091122
0.09790039,-1.42032522
0.09802246,-1.60534839
0.09814453,-1.44621790
0.09826660,-0.99470785
0.09838867,-0.36634719
0.09851074,0.29425319
0.09863281,0.85507700
0.09875488,1.23358746
0.09887695,1.41844015
0.09899902,1.46997909
0.09912109,1.49950501
0.09924316,1.63333456
0.09936523,1.97199583
0.09948730,2.55630889
0.09960938,3.35018322
0.09973145,4.24526554
0.09985352,5.08641304
0.09997559,5.71108232
0.10009766,5.99177008
0.10021973,5.86973330
0.10034180,5.37061164
0.10046387,4.59760289
0.10058594,3.70409168
0.10070801,2.85334749
0.10083008,2.17648505
0.10095215,1.74031553
0.10107422,1.53389056
0.10119629,1.47725075
0.10131836,1.44962613
0.10144043,1.32886205
0.10156250,1.03069956
0.10168457,0.53660975
0.10180664,-0.09785528
0.10192871,-0.75669703
0.10205078,-1.29534506
0.10217285,-1.58182757
0.10229492,-1.53561155
0.10241699,-1.15307709
0.10253906,-0.51229264
0.10266113,0.24446733
0.10278320,0.94579675
0.10290527,1.43423321
0.10302734,1.60550242
0.10314941,1.43317281
0.10327148,0.97204712
0.10339355,0.33956681
0.10351562,-0.31935394
0.10363770,-0.87404104
0.10375977,-1.24451738
0.10388184,-1.42244637
0.10400391,-1.47073652
0.10412598,-1.50204940
0.10424805,-1.64244567
0.10437012,-1.99063244
0.10449219,-2.58454725
0.10461426,-3.38496933
0.10473633,-4.28106265
0.10485840,-5.11657294
0.10498047,-5.72956428
0.10510254,-5.99473149
0.10522461,-5.85655014
0.10534668,-5.34404467
0.10546875,-4.56306333
0.10559082,-3.66821084
0.10571289,-2.82224801
0.10583496,-2.15423319
0.10595703,-1.72798100
0.10607910,-1.52946792
0.10620117,-1.47645303
0.10632324,-1.44731575
0.10644531,-1.32070480
0.10656738,-1.01456572
0.10668945,-0.51331903
0.10681152,0.12466180
0.10693359,0.78152682
0.10705566,1.31239519
0.10717773,1.58666297
0.10729980,1.52650515
0.10742188,1.13162923
0.10754395,0.48314778
0.10766602,-0.27473649
0.10778809,-0.97033430
0.10791016,-1.44762299
0.10803223,-1.60509547
0.10815430,-1.41965699
0.10827637,-0.94910843
0.10839844,-0.31274611
0.10852051,0.34428087
0.10864258,0.89270040
0.10876465,1.25512935
0.10888672,1.42623827
0.10900879,1.47146492
0.10913086,1.50477211
0.10925293,1.65189766
0.10937500,2.00967290
0.10949707,2.61312593
0.10961914,3.41991482
0.10974121,4.31676364
0.10986328,5.14637177
0.10998535,5.74748008
0.11010742,5.99703586
0.11022949,5.84275745
0.11035156,5.31704141
0.11047363,4.52834047
0.11059570,3.63241290
0.11071777,2.79144228
0.11083984,2.13237892
0.11096191,1.71602030
0.11108398,1.52528352
0.11120605,1.47569347
0.11132812,1.44484397
0.11145020,1.31225109
0.11157227,0.99810945
0.11169434,0.48980129
0.11181641,-0.15150231
0.11193848,-0.80615307
0.11206055,-1.32902748
0.11218262,-1.59095258
0.11230469,-1.51685196
0.11242676,-1.10976689
0.11254883,-0.45382407
0.11267090,0.30490382
0.11279297,0.99451502
0.11291504,1.46049022
0.11303711,1.60412869
0.11315918,1.40567652
0.11328125,0.92590090
0.11340332,0.28589457
0.11352539,-0.36902683
0.11364746,-0.91105218
0.11376953,-1.26542540
0.11389160,-1.42982202
0.11401367,-1.47217261
0.11413574,-1.50768092
0.11425781,-1.66169523
0.11437988,-2.02911715
0.11450195,-2.64203977
0.11462402,-3.45501051
0.11474609,-4.35235760
0.11486816,-5.17579973
0.11499023,-5.76482364
0.11511230,-5.99868242
0.11523438,-5.82835997
0.11535645,-5.28961086
0.11547852,-4.49344518
0.11560059,-3.59670779
0.11572266,-2.76093676
0.11584473,-2.11092376
0.11596680,-1.70442991
0.11608887,-1.52133019
0.11621094,-1.47496361
0.11633301,-1.44220375
0.11645508,-1.30349759
0.11657715,-0.98133229
0.11669922,-0.46606264
0.11682129,0.17836772
0.11694336,0.83056629
0.11706543,1.34523478
0.11718750,1.59469376
0.11730957,1.50665478
0.11743164,1.08749782
0.11755371,0.42433234
0.11767578,-0.33495817
0.11779785,-1.01833021
0.11791992,-1.47283080
0.11804199,-1.60260344
0.11816406,-1.39123760
0.11828613,-0.90243366
0.11840820,-0.25902161
0.11853027,0.39358480
0.11865234,0.92909368
0.11877441,1.27540774
0.11889648,1.43320395
0.11901855,1.47286793
0.11914062,1.51078354
0.11926270,1.67184295
0.11938477,2.04896493
0.11950684,2.67128342
0.11962891,3.49024711
0.11975098,4.38783365
0.11987305,5.20484715
0.11999512,5.78158902
0.12011719,5.99967058
0.12023926,5.81336262
0.12036133,5.26176212
0.12048340,4.45838835
0.12060547,3.56110532
0.12072754,2.73073774
0.12084961,2.08986902
0.12097168,1.69320616
0.12109375,1.51760067
0.12121582,1.47425503
0.12133789,1.43938819
0.12145996,1.29444115
0.12158203,0.96423596
0.12170410,0.44210936
0.12182617,-0.20524888
0.12194824,-0.85475704
0.12207031,-1.36101011
0.12219238,-1.59788407
0.12231445,-1.49591666
0.12243652,-1.06482993
0.12255859,-0.39468347
0.12268066,0.36488841
0.12280273,1.04177132
0.12292480,1.48464084
0.12304688,1.60052130
0.12316895,1.37634661
0.12329102,0.87871595
0.12341309,0.23213660
0.12353516,-0.41794788
0.12365723,-0.94682238
0.12377930,-1.28507879
0.12390137,-1.43639049
0.12402344,-1.47355927
0.12414551,-1.51408761
0.12426758,-1.68234519
0.12438965,-2.06921578
0.12451172,-2.70085132
0.12463379,-3.52561522
0.12475586,-4.42318087
0.12487793,-5.23350443
0.12500000,-5.79777053
0.12512207,-6.00000000
0.12524414,-5.79777053
0.12536621,-5.23350443
0.12548828,-4.42318087
0.12561035,-3.52561522
0.12573242,-2.70085132
0.12585449,-2.06921578
0.12597656,-1.68234519
0.12609863,-1.51408761
0.12622070,-1.47355927
0.12634277,-1.43639049
0.12646484,-1.28507879
0.12658691,-0.94682238
0.12670898,-0.41794788
0.12683105,0.23213660
0.12695312,0.87871595
0.12707520,1.37634661
0.12719727,1.60052130
0.12731934,1.48464084
0.12744141,1.04177132
0.12756348,0.36488841
0.12768555,-0.39468347
0.12780762,-1.06482993
0.12792969,-1.49591666
0.12805176,-1.59788407
0.12817383,-1.36101011
0.12829590,-0.85475704
0.12841797,-0.20524888
0.12854004,0.44210936
0.12866211,0.96423596
0.12878418,1.29444115
0.12890625,1.43938819
0.12902832,1.47425503
0.12915039,1.51760067
0.12927246,1.69320616
0.12939453,2.08986902
0.12951660,2.73073774
0.12963867,3.56110532
0.12976074,4.45838835
0.12988281,5.26176212
0.13000488,5.81336262
0.13012695,5.99967058
0.13024902,5.78158902
0.13037109,5.20484715
0.13049316,4.38783365
0.13061523,3.49024711
0.13073730,2.67128342
0.13085938,2.04896493
0.13098145,1.67184295
0.13110352,1.51078354
0.13122559,1.47286793
0.13134766,1.43320395
0.13146973,1.27540774
0.13159180,0.92909368
0.13171387,0.39358480
0.13183594,-0.25902161
0.13195801,-0.90243366
0.13208008,-1.39123760
0.13220215,-1.60260344
0.13232422,-1.47283080
0.13244629,-1.01833021
0.13256836,-0.33495817
0.13269043,0.42433234
0.13281250,1.08749782
0.13293457,1.50665478
0.13305664,1.59469376
0.13317871,1.34523478
0.13330078,0.83056629
0.13342285,0.17836772
0.13354492,-0.46606264
0.13366699,-0.98133229
0.13378906,-1.30349759
0.13391113,-1.44220375
0.13403320,-1.47496361
0.13415527,-1.52133019
0.13427734,-1.70442991
0.13439941,-2.11092376
0.13452148,-2.76093676
0.13464355,-3.59670779
0.13476562,-4.49344518
0.13488770,-5.28961086
0.13500977,-5.82835997
0.13513184,-5.99868242
0.13525391,-5.76482364
0.13537598,-5.17579973
0.13549805,-4.35235760
0.13562012,-3.45501051
0.13574219,-2.64203977
0.13586426,-2.02911715
0.13598633,-1.66169523
0.13610840,-1.50768092
0.13623047,-1.47217261
0.13635254,-1.42982202
0.13647461,-1.26542540
