Time, value
0.02758789,0.19267309
0.02770996,-0.48672529
0.02783203,-1.05166687
0.02795410,-1.37259345
0.02807617,-1.38417773
0.02819824,-1.10141432
0.02832031,-0.61347873
0.02844238,-0.05718930
0.02856445,0.42237860
0.02868652,0.71299092
0.02880859,0.76648148
0.02893066,0.61133317
0.02905273,0.34312036
0.02917480,0.09557874
0.02929688,0.00054657
0.02941895,0.14817402
0.02954102,0.55873569
0.02966309,1.17412406
0.02978516,1.87156224
0.02990723,2.49581434
0.03002930,2.90095082
0.03015137,2.99001592
0.03027344,2.74150748
0.03039551,2.21525967
0.03051758,1.53608182
0.03063965,0.85973277
0.03076172,0.33074832
0.03088379,0.04390296
0.03100586,0.02003939
0.03112793,0.20293799
0.03125000,0.47796510
0.03137207,0.70710678
0.03149414,0.77038615
0.03161621,0.60187759
0.03173828,0.21006842
0.03186035,-0.32325255
0.03198242,-0.86532984
0.03210449,-1.26974540
0.03222656,-1.41819250
0.03234863,-1.25492910
0.03247070,-0.80414875
0.03259277,-0.16528663
0.03271484,0.51253560
0.03283691,1.06986853
0.03295898,1.37916516
0.03308105,1.37814370
0.03320312,1.08503410
0.03332520,0.59154383
0.03344727,0.03562826
0.03356934,-0.43819142
0.03369141,-0.71974561
0.03381348,-0.76383663
0.03393555,-0.60196082
0.03405762,-0.33188152
0.03417969,-0.08806519
0.03430176,-0.00140392
0.03442383,-0.15968312
0.03454590,-0.58005749
0.03466797,-1.20142605
0.03479004,-1.89899678
0.03491211,-2.51707859
0.03503418,-2.91099392
0.03515625,-2.98641638
0.03527832,-2.72513552
0.03540039,-2.19003901
0.03552246,-1.50791782
0.03564453,-0.83490664
0.03576660,-0.31422649
0.03588867,-0.03803326
0.03601074,-0.02399620
0.03613281,-0.21306681
0.03625488,-0.48892398
0.03637695,-0.71347741
0.03649902,-0.76829580
0.03662109,-0.59017049
0.03674316,-0.19069285
0.03686523,0.34575356
0.03698730,0.88508263
0.03710938,1.28120951
0.03723145,1.41775528
0.03735352,1.24198019
0.03747559,0.78132888
0.03759766,0.13783640
0.03771973,-0.53814871
0.03784180,-1.08766431
0.03796387,-1.38522923
0.03808594,-1.37163216
0.03820801,-1.06832688
0.03833008,-0.56950816
0.03845215,-0.01420335
0.03857422,0.45368762
0.03869629,0.72610972
0.03881836,0.76085304
0.03894043,0.59241026
0.03906250,0.32068520
0.03918457,0.08080906
0.03930664,0.00266294
0.03942871,0.17162241
0.03955078,0.60170970
0.03967285,1.22885426
0.03979492,1.92630261
0.03991699,2.53797721
0.04003906,2.92051691
0.04016113,2.98226692
0.04028320,2.70831661
0.04040527,2.16457906
0.04052734,1.47977019
0.04064941,0.81033132
0.04077148,0.29810615
0.04089355,0.03259364
0.04101562,0.02828591
0.04113770,0.22333750
0.04125977,0.49979805
0.04138184,0.71956881
0.04150391,0.76582237
0.04162598,0.57809914
0.04174805,0.17109124
0.04187012,-0.36826086
0.04199219,-0.90460220
0.04211426,-1.29224950
0.04223633,-1.41680727
0.04235840,-1.22856517
0.04248047,-0.75820978
0.04260254,-0.11033300
0.04272461,0.56355485
0.04284668,1.10504781
0.04296875,1.39078428
0.04309082,1.36464704
0.04321289,1.05130066
0.04333496,0.54738145
0.04345703,-0.00707673
0.04357910,-0.46886195
0.04370117,-0.73208293
0.04382324,-0.75753531
0.04394531,-0.58268957
0.04406738,-0.30954055
0.04418945,-0.07381785
0.04431152,-0.00432720
0.04443359,-0.18399031
0.04455566,-0.62368588
0.04467773,-1.25639901
0.04479980,-1.95346947
0.04492188,-2.55850207
0.04504395,-2.92951603
0.04516602,-2.97756916
0.04528809,-2.69105738
0.04541016,-2.13888957
0.04553223,-1.45164919
0.04565430,-0.78601478
0.04577637,-0.28239092
0.04589844,-0.02758250
0.04602051,-0.03290235
0.04614258,-0.23374123
0.04626465,-0.51057847
0.04638672,-0.72537477
0.04650879,-0.76296417
0.04663086,-0.56566694
0.04675293,-0.15127116
0.04687500,0.39076478
0.04699707,0.92387953
0.04711914,1.30285961
0.04724121,1.41534766
0.04736328,1.21468854
0.04748535,0.73480016
0.04760742,0.08278702
0.04772949,-0.58874430
0.04785156,-1.12201279
0.04797363,-1.39582917
0.04809570,-1.35719244
0.04821777,-1.03396352
0.04833984,-0.52517345
0.04846191,0.02820336
0.04858398,0.48370934
0.04870605,0.73766510
0.04882812,0.75388816
0.04895020,0.57280691
0.04907227,0.29845674
0.04919434,0.06709895
0.04931641,0.00640008
0.04943848,0.19678504
0.04956055,0.64597942
0.04968262,1.28405058
0.04980469,1.98048707
0.04992676,2.57864518
0.05004883,2.93798773
0.05017090,2.97232497
0.05029297,2.67336457
0.05041504,2.11298037
0.05053711,1.42356501
0.05065918,0.76196489
0.05078125,0.26708425
0.05090332,0.02299807
0.05102539,0.03783921
0.05114746,0.24426911
0.05126953,0.52125644
0.05139160,0.73088924
0.05151367,0.75971971
0.05163574,0.55287744
0.05175781,0.13124034
0.05187988,-0.41325564
0.05200195,-0.94290572
0.05212402,-1.31303424
0.05224609,-1.41337587
0.05236816,-1.20035503
0.05249023,-0.71110884
0.05261230,-0.05520910
0.05273438,0.61370748
0.05285645,1.13855323
0.05297852,1.40036295
0.05310059,1.34927265
0.05322266,1.01632369
0.05334473,0.50289391
0.05346680,-0.04916802
0.05358887,-0.49822490
0.05371094,-0.74285628
0.05383301,-0.74991651
0.05395508,-0.56277057
0.05407715,-0.28744290
0.05419922,-0.06065965
0.05432129,-0.00888475
0.05444336,-0.21000461
0.05456543,-0.66858355
0.05468750,-1.31179916
0.05480957,-2.00734521
0.05493164,-2.59839867
0.05505371,-2.94592865
0.05517578,-2.96653643
0.05529785,-2.65524512
0.05541992,-2.08686134
0.05554199,-1.39552783
0.05566406,-0.73818934
0.05578613,-0.25218937
0.05590820,-0.01883837
0.05603027,-0.04309004
0.05615234,-0.25491222
0.05627441,-0.53182326
0.05639648,-0.73610632
0.05651855,-0.75608768
0.05664062,-0.53973444
0.05676270,-0.11100659
0.05688477,0.43572372
0.05700684,0.96167192
0.05712891,1.32276800
0.05725098,1.41089155
0.05737305,1.18556955
0.05749512,0.68714479
0.05761719,0.02760988
0.05773926,-0.63843487
0.05786133,-1.15466325
0.05798340,-1.40438491
0.05810547,-1.34089216
0.05822754,-0.99838950
0.05834961,-0.48055260
0.05847168,0.06996230
0.05859375,0.51240392
0.05871582,0.74765675
0.05883789,0.74562546
0.05895996,0.55258887
0.05908203,0.27650815
0.05920410,0.05450707
0.05932617,0.01178420
0.05944824,0.22364683
0.05957031,0.69149134
0.05969238,1.33963487
0.05981445,2.03403372
0.05993652,2.61775484
0.06005859,2.95333566
0.06018066,2.96020583
0.06030273,2.63670613
0.06042480,2.06054245
0.06054688,1.36754776
0.06066895,0.71469568
0.06079102,0.23770928
0.06091309,0.01510121
0.06103516,0.04864825
0.06115723,0.26566157
0.06127930,0.54227027
0.06140137,0.74102025
0.06152344,0.75206699
0.06164551,0.52624188
0.06176758,0.09057789
0.06188965,-0.45815929
0.06201172,-0.98016940
0.06213379,-1.33205566
0.06225586,-1.40789454
0.06237793,-1.17033719
0.06250000,-0.66291707
0.06262207,-0.00000000
0.06274414,0.66291707
0.06286621,1.17033719
0.06298828,1.40789454
0.06311035,1.33205566
0.06323242,0.98016940
0.06335449,0.45815929
0.06347656,-0.09057789
0.06359863,-0.52624188
0.06372070,-0.75206699
0.06384277,-0.74102025
0.06396484,-0.54227027
0.06408691,-0.26566157
0.06420898,-0.04864825
0.06433105,-0.01510121
0.06445312,-0.23770928
0.06457520,-0.71469568
0.06469727,-1.36754776
0.06481934,-2.06054245
0.06494141,-2.63670613
0.06506348,-2.96020583
0.06518555,-2.95333566
0.06530762,-2.61775484
0.06542969,-2.03403372
0.06555176,-1.33963487
0.06567383,-0.69149134
0.06579590,-0.22364683
0.06591797,-0.01178420
0.06604004,-0.05450707
0.06616211,-0.27650815
0.06628418,-0.55258887
0.06640625,-0.74562546
0.06652832,-0.74765675
0.06665039,-0.51240392
0.06677246,-0.06996230
0.06689453,0.48055260
0.06701660,0.99838950
0.06713867,1.34089216
0.06726074,1.40438491
0.06738281,1.15466325
0.06750488,0.63843487
0.06762695,-0.02760988
0.06774902,-0.68714479
0.06787109,-1.18556955
0.06799316,-1.41089155
0.06811523,-1.32276800
0.06823730,-0.96167192
0.06835938,-0.43572372
0.06848145,0.11100659
0.06860352,0.53973444
0.06872559,0.75608768
0.06884766,0.73610632
0.06896973,0.53182326
0.06909180,0.25491222
0.06921387,0.04309004
0.06933594,0.01883837
0.06945801,0.25218937
0.06958008,0.73818934
0.06970215,1.39552783
0.06982422,2.08686134
0.06994629,2.65524512
0.07006836,2.96653643
0.07019043,2.94592865
0.07031250,2.59839867
0.07043457,2.00734521
0.07055664,1.31179916
0.07067871,0.66858355
0.07080078,0.21000461
0.07092285,0.00888475
0.07104492,0.06065965
0.07116699,0.28744290
0.07128906,0.56277057
0.07141113,0.74991651
0.07153320,0.74285628
0.07165527,0.49822490
0.07177734,0.04916802
0.07189941,-0.50289391
0.07202148,-1.01632369
0.07214355,-1.34927265
0.07226562,-1.40036295
0.07238770,-1.13855323
0.07250977,-0.61370748
0.07263184,0.05520910
0.07275391,0.71110884
0.07287598,1.20035503
0.07299805,1.41337587
0.07312012,1.31303424
0.07324219,0.94290572
0.07336426,0.41325564
0.07348633,-0.13124034
0.07360840,-0.55287744
0.07373047,-0.75971971
0.07385254,-0.73088924
0.07397461,-0.52125644
0.07409668,-0.24426911
0.07421875,-0.03783921
0.07434082,-0.02299807
0.07446289,-0.26708425
0.07458496,-0.76196489
0.07470703,-1.42356501
0.07482910,-2.11298037
0.07495117,-2.67336457
0.07507324,-2.97232497
0.07519531,-2.93798773
0.07531738,-2.57864518
0.07543945,-1.98048707
0.07556152,-1.28405058
0.07568359,-0.64597942
0.07580566,-0.19678504
0.07592773,-0.00640008
0.07604980,-0.06709895
0.07617188,-0.29845674
0.07629395,-0.57280691
0.07641602,-0.75388816
0.07653809,-0.73766510
0.07666016,-0.48370934
0.07678223,-0.02820336
0.07690430,0.52517345
0.07702637,1.03396352
0.07714844,1.35719244
0.07727051,1.39582917
0.07739258,1.12201279
0.07751465,0.58874430
0.07763672,-0.08278702
0.07775879,-0.73480016
0.07788086,-1.21468854
0.07800293,-1.41534766
0.07812500,-1.30285961
0.07824707,-0.92387953
0.07836914,-0.39076478
0.07849121,0.15127116
0.07861328,0.56566694
0.07873535,0.76296417
0.07885742,0.72537477
0.07897949,0.51057847
0.07910156,0.23374123
0.07922363,0.03290235
0.07934570,0.02758250
0.07946777,0.28239092
0.07958984,0.78601478
0.07971191,1.45164919
0.07983398,2.13888957
0.07995605,2.69105738
0.08007812,2.97756916
0.08020020,2.92951603
0.08032227,2.55850207
0.08044434,1.95346947
0.08056641,1.25639901
0.08068848,0.62368588
0.08081055,0.18399031
0.08093262,0.00432720
0.08105469,0.07381785
0.08117676,0.30954055
0.08129883,0.58268957
0.08142090,0.75753531
0.08154297,0.73208293
0.08166504,0.46886195
0.08178711,0.00707673
0.08190918,-0.54738145
0.08203125,-1.05130066
0.08215332,-1.36464704
0.08227539,-1.39078428
0.08239746,-1.10504781
0.08251953,-0.56355485
0.08264160,0.11033300
0.08276367,0.75820978
0.08288574,1.22856517
0.08300781,1.41680727
0.08312988,1.29224950
0.08325195,0.90460220
0.08337402,0.36826086
0.08349609,-0.17109124
0.08361816,-0.57809914
0.08374023,-0.76582237
0.08386230,-0.71956881
0.08398438,-0.49979805
0.08410645,-0.22333750
0.08422852,-0.02828591
0.08435059,-0.03259364
0.08447266,-0.29810615
0.08459473,-0.81033132
0.08471680,-1.47977019
0.08483887,-2.16457906
0.08496094,-2.70831661
0.08508301,-2.98226692
0.08520508,-2.92051691
0.08532715,-2.53797721
0.08544922,-1.92630261
0.08557129,-1.22885426
0.08569336,-0.60170970
0.08581543,-0.17162241
0.08593750,-0.00266294
0.08605957,-0.08080906
0.08618164,-0.32068520
0.08630371,-0.59241026
0.08642578,-0.76085304
0.08654785,-0.72610972
0.08666992,-0.45368762
0.08679199,0.01420335
0.08691406,0.56950816
0.08703613,1.06832688
0.08715820,1.37163216
0.08728027,1.38522923
0.08740234,1.08766431
0.08752441,0.53814871
0.08764648,-0.13783640
0.08776855,-0.78132888
0.08789062,-1.24198019
0.08801270,-1.41775528
0.08813477,-1.28120951
0.08825684,-0.88508263
0.08837891,-0.34575356
0.08850098,0.19069285
0.08862305,0.59017049
0.08874512,0.76829580
0.08886719,0.71347741
0.08898926,0.48892398
0.08911133,0.21306681
0.08923340,0.02399620
0.08935547,0.03803326
0.08947754,0.31422649
0.08959961,0.83490664
0.08972168,1.50791782
0.08984375,2.19003901
0.08996582,2.72513552
0.09008789,2.98641638
0.09020996,2.91099392
0.09033203,2.51707859
0.09045410,1.89899678
0.09057617,1.20142605
0.09069824,0.58005749
0.09082031,0.15968312
0.09094238,0.00140392
0.09106445,0.08806519
0.09118652,0.33188152
0.09130859,0.60196082
0.09143066,0.76383663
0.09155273,0.71974561
0.09167480,0.43819142
0.09179688,-0.03562826
0.09191895,-0.59154383
0.09204102,-1.08503410
0.09216309,-1.37814370
0.09228516,-1.37916516
0.09240723,-1.06986853
0.09252930,-0.51253560
0.09265137,0.16528663
0.09277344,0.80414875
0.09289551,1.25492910
0.09301758,1.41819250
0.09313965,1.26974540
0.09326172,0.86532984
0.09338379,0.32325255
0.09350586,-0.21006842
0.09362793,-0.60187759
0.09375000,-0.77038615
0.09387207,-0.70710678
0.09399414,-0.47796510
0.09411621,-0.20293799
0.09423828,-0.02003939
0.09436035,-0.04390296
0.09448242,-0.33074832
0.09460449,-0.85973277
0.09472656,-1.53608182
0.09484863,-2.21525967
0.09497070,-2.74150748
0.09509277,-2.99001592
0.09521484,-2.90095082
0.09533691,-2.49581434
0.09545898,-1.87156224
0.09558105,-1.17412406
0.09570312,-0.55873569
0.09582520,-0.14817402
0.09594727,-0.00054657
0.09606934,-0.09557874
0.09619141,-0.34312036
0.09631348,-0.61133317
0.09643555,-0.76648148
0.09655762,-0.71299092
0.09667969,-0.42237860
0.09680176,0.05718930
0.09692383,0.61347873
0.09704590,1.10141432
0.09716797,1.38417773
0.09729004,1.37259345
0.09741211,1.05166687
0.09753418,0.48672529
0.09765625,-0.19267309
0.09777832,-0.82666082
0.09790039,-1.26740758
0.09802246,-1.41811993
0.09814453,-1.25786309
0.09826660,-0.84535292
0.09838867,-0.30076745
0.09851074,0.22921051
0.09863281,0.61321725
0.09875488,0.77209534
0.09887695,0.70046329
0.09899902,0.46693031
0.09912109,0.19295980
0.09924316,0.01642149
0.09936523,0.05020409
0.09948730,0.34766781
0.09960938,0.88480157
0.09973145,1.56425190
0.09985352,2.24023137
0.09997559,2.75742609
0.10009766,2.99306409
0.10021973,2.89039158
0.10034180,2.47419275
0.10046387,1.84400933
0.10058594,1.14695784
0.10070801,0.53775056
0.10083008,0.13709645
0.10095215,0.00008715
0.10107422,0.10334206
0.10119629,0.35439253
0.10131836,0.62051933
0.10144043,0.76878322
0.10156250,0.70584623
0.10168457,0.40625456
0.10180664,-0.07887764
0.10192871,-0.63530313
0.10205078,-1.11745968
0.10217285,-1.38973056
0.10229492,-1.36551569
0.10241699,-1.03306590
0.10253906,-0.46072765
0.10266113,0.21998522
0.10278320,0.84885665
0.10290527,1.27941151
0.10302734,1.41753880
0.10314941,1.24556869
0.10327148,0.82516102
0.10339355,0.27830785
0.10351562,-0.24811182
0.10363770,-0.62418649
0.10375977,-0.77342547
0.10388184,-0.69355344
0.10400391,-0.45582853
0.10412598,-0.18314096
0.10424805,-0.01314833
0.10437012,-0.05693781
0.10449219,-0.36498093
0.10461426,-0.91010478
0.10473633,-1.59241776
0.10485840,-2.26494452
0.10498047,-2.77288508
0.10510254,-2.99555970
0.10522461,-2.87932037
0.10534668,-2.45222222
0.10546875,-1.81634839
0.10559082,-1.11993688
0.10571289,-0.51710821
0.10583496,-0.12645158
0.10595703,-0.00002171
0.10607910,-0.11134742
0.10620117,-0.36568884
0.10632324,-0.62951142
0.10644531,-0.77073765
0.10656738,-0.69831229
0.10668945,-0.38982492
0.10681152,0.10068440
0.10693359,0.65700733
0.10705566,1.13316246
0.10717773,1.39479866
0.10729980,1.35793368
0.10742188,1.01407237
0.10754395,0.43455265
0.10766602,-0.24721252
0.10778809,-0.87072793
0.10791016,-1.29093699
0.10803223,-1.41645054
0.10815430,-1.23286844
0.10827637,-0.80476338
0.10839844,-0.25588330
0.10852051,0.26676517
0.10864258,0.63478252
0.10876465,0.77437884
0.10888672,0.68638387
0.10900879,0.44466877
0.10913086,0.17349010
0.10925293,0.01022560
0.10937500,0.06410509
0.10949707,0.38268343
0.10961914,0.93563402
0.10974121,1.62056906
0.10986328,2.28938963
0.10998535,2.78787839
0.11010742,2.99750175
0.11022949,2.86774156
0.11035156,2.42991126
0.11047363,1.78858979
0.11059570,1.09307058
0.11071777,0.49681453
0.11083984,0.11624034
0.11096191,0.00034612
0.11108398,0.11958698
0.11120605,0.37700012
0.11132812,0.63830167
0.11145020,0.77234072
0.11157227,0.69039006
0.11169434,0.37309543
0.11181641,-0.12260059
0.11193848,-0.67858167
0.11206055,-1.14851504
0.11218262,-1.39937872
0.11230469,-1.34984944
0.11242676,-0.99469321
0.11254883,-0.40821032
0.11267090,0.27434447
0.11279297,0.89226650
0.11291504,1.30198031
0.11303711,1.41485682
0.11315918,1.21976878
0.11328125,0.78416928
0.11340332,0.23350331
0.11352539,-0.28516354
0.11364746,-0.64500274
0.11376953,-0.77495795
0.11389160,-0.67896137
0.11401367,-0.43346004
0.11413574,-0.16401579
0.11425781,-0.00765884
0.11437988,-0.07170666
0.11450195,-0.40077091
0.11462402,-0.96138076
0.11474609,-1.64869542
0.11486816,-2.31355728
0.11499023,-2.80240011
0.11511230,-2.99888948
0.11523438,-2.85565970
0.11535645,-2.40726855
0.11547852,-1.76074390
0.11560059,-1.06636824
0.11572266,-0.47687529
0.11584473,-0.10646346
0.11596680,-0.00105608
0.11608887,-0.12805276
0.11621094,-0.38831718
0.11633301,-0.64688243
0.11645508,-0.77358860
0.11657715,-0.68208072
0.11669922,-0.35607203
0.11682129,0.14461715
0.11694336,0.70001650
0.11706543,1.16350997
0.11718750,1.40346764
0.11730957,1.34126519
0.11743164,0.97493549
0.11755371,0.38171074
0.11767578,-0.30137065
0.11779785,-0.91346433
0.11791992,-1.31253798
0.11804199,-1.41275948
0.11816406,-1.20627629
0.11828613,-0.76338811
0.11840820,-0.21117733
0.11853027,0.30330006
0.11865234,0.65484475
0.11877441,0.77516549
0.11889648,0.67129286
0.11901855,0.42221142
0.11914062,0.15472654
0.11926270,0.00545340
0.11938477,0.07974306
0.11950684,0.41923874
0.11962891,0.98733638
0.11975098,1.67678648
0.11987305,2.33743815
0.11999512,2.81644454
0.12011719,2.99972234
0.12023926,2.84307958
0.12036133,2.38430285
0.12048340,1.73282112
0.12060547,1.03983904
0.12072754,0.45729602
0.12084961,0.09712145
0.12097168,0.00214709
0.12109375,0.13673674
0.12121582,0.39963086
0.12133789,0.65524615
0.12145996,0.77447763
0.12158203,0.67338563
0.12170410,0.33876080
0.12182617,-0.16672494
0.12194824,-0.72130222
0.12207031,-1.17813992
0.12219238,-1.40706251
0.12231445,-1.33218339
0.12243652,-0.95480648
0.12255859,-0.35506411
0.12268066,0.32828064
0.12280273,0.93431357
0.12292480,1.32260670
0.12304688,1.41016062
0.12316895,1.19239771
0.12329102,0.74242926
0.12341309,0.18891476
0.12353516,-0.32116800
0.12365723,-0.66430638
0.12377930,-0.77500435
0.12390137,-0.66338539
0.12402344,-0.41093198
0.12414551,-0.14563074
0.12426758,-0.00361448
0.12438965,-0.08821461
0.12451172,-0.43808211
0.12463379,-1.01349209
0.12475586,-1.70483185
0.12487793,-2.36102305
0.12500000,-2.83000614
0.12512207,-3.00000000
0.12524414,-2.83000614
0.12536621,-2.36102305
0.12548828,-1.70483185
0.12561035,-1.01349209
0.12573242,-0.43808211
0.12585449,-0.08821461
0.12597656,-0.00361448
0.12609863,-0.14563074
0.12622070,-0.41093198
0.12634277,-0.66338539
0.12646484,-0.77500435
0.12658691,-0.66430638
0.12670898,-0.32116800
0.12683105,0.18891476
0.12695312,0.74242926
0.12707520,1.19239771
0.12719727,1.41016062
0.12731934,1.32260670
0.12744141,0.93431357
0.12756348,0.32828064
0.12768555,-0.35506411
0.12780762,-0.95480648
0.12792969,-1.33218339
0.12805176,-1.40706251
0.12817383,-1.17813992
0.12829590,-0.72130222
0.12841797,-0.16672494
0.12854004,0.33876080
0.12866211,0.67338563
0.12878418,0.77447763
0.12890625,0.65524615
0.12902832,0.39963086
0.12915039,0.13673674
0.12927246,0.00214709
0.12939453,0.09712145
0.12951660,0.45729602
0.12963867,1.03983904
0.12976074,1.73282112
0.12988281,2.38430285
0.13000488,2.84307958
0.13012695,2.99972234
0.13024902,2.81644454
0.13037109,2.33743815
0.13049316,1.67678648
0.13061523,0.98733638
0.13073730,0.41923874
0.13085938,0.07974306
0.13098145,0.00545340
0.13110352,0.15472654
0.13122559,0.42221142
0.13134766,0.67129286
0.13146973,0.77516549
0.13159180,0.65484475
0.13171387,0.30330006
0.13183594,-0.21117733
0.13195801,-0.76338811
0.13208008,-1.20627629
0.13220215,-1.41275948
0.13232422,-1.31253798
0.13244629,-0.91346433
0.13256836,-0.30137065
0.13269043,0.38171074
0.13281250,0.97493549
0.13293457,1.34126519
0.13305664,1.40346764
0.13317871,1.16350997
0.13330078,0.70001650
0.13342285,0.14461715
0.13354492,-0.35607203
0.13366699,-0.68208072
0.13378906,-0.77358860
0.13391113,-0.64688243
0.13403320,-0.38831718
0.13415527,-0.12805276
0.13427734,-0.00105608
0.13439941,-0.10646346
0.13452148,-0.47687529
0.13464355,-1.06636824
0.13476562,-1.76074390
0.13488770,-2.40726855
0.13500977,-2.85565970
0.13513184,-2.99888948
0.13525391,-2.80240011
0.13537598,-2.31355728
0.13549805,-1.64869542
0.13562012,-0.96138076
0.13574219,-0.40077091
0.13586426,-0.07170666
0.13598633,-0.00765884
0.13610840,-0.16401579
0.13623047,-0.43346004
0.13635254,-0.67896137
0.13647461,-0.77495795
